rank,name,age,earnings,cup,events,rounds,cuts,top10,wins,score,ddis,dacc,girr,putts,sand,birds,year
17,Brooks Koepka,32,"$1,317,085",412,16,46,9,2,0,70.8,311.9,53.4,63.2,1.763,50.0,3.826,2022
18,Keith Mitchell,31,"$3,068,341",1063,26,86,20,6,0,69.5,311.8,61.8,67.6,1.777,54.6,4.058,2022
19,Scottie Scheffler,26,"$14,046,910",-20,25,84,20,11,4,68.9,311.6,60.0,72.3,1.720,49.5,4.595,2022
20,Kurt Kitayama,30,"$2,547,912",1015,24,70,11,3,0,70.5,310.8,51.9,65.8,1.754,54.4,3.814,2022
21,Kevin Tway,34,"$927,182",361,30,77,11,1,0,70.8,310.2,50.8,64.8,1.772,55.2,3.403,2022
22,Kevin Chappell,36,"$332,336",139,20,55,10,0,0,71.1,310.1,51.8,66.5,1.755,43.2,3.800,2022
23,Gary Woodland,38,"$1,992,732",601,23,69,11,5,0,70.6,309.9,56.8,66.1,1.805,48.4,3.362,2022
24,Charley Hoffman,46,"$554,475",207,25,69,13,1,0,70.9,309.6,50.3,65.2,1.772,50.0,3.710,2022
24,Jared Wolfe,35,"$189,112",81,23,59,7,0,0,70.8,309.6,55.7,68.6,1.809,44.9,3.492,2022
24,Sam Burns,26,"$7,073,986",-7,24,80,17,8,3,69.4,309.6,55.4,68.7,1.721,49.6,4.325,2022
27,Rickie Fowler,34,"$1,072,929",340,22,71,13,1,0,71.0,309.4,57.9,62.2,1.769,49.6,3.451,2022
27,Paul Barjon,30,"$436,732",168,26,71,11,1,0,71.0,309.4,58.8,65.5,1.765,36.4,3.676,2022
27,Seth Reeves,32,"$376,574",152,26,67,9,1,0,71.1,309.4,59.9,66.3,1.755,40.2,3.866,2022
30,Beau Hossler,28,"$1,716,430",593,23,70,13,2,0,71.1,309.3,52.1,63.5,1.756,49.1,3.471,2022
30,Patrick Rodgers,30,"$1,327,382",517,27,85,16,3,0,70.3,309.3,51.0,68.2,1.781,47.7,3.365,2022
32,Jason Kokrak,37,"$2,339,960",801,19,61,14,1,1,70.4,309.2,61.3,65.3,1.764,55.4,3.721,2022
32,Curtis Thompson,30,"$338,509",136,27,64,8,1,0,71.1,309.2,53.3,63.1,1.784,50.0,3.453,2022
34,Joaquin Niemann,24,"$5,076,060",-13,24,80,19,5,1,69.5,309.1,56.7,67.9,1.729,55.2,4.150,2022
35,Xander Schauffele,29,"$7,427,299",-18,21,72,18,7,3,68.9,308.5,62.2,70.5,1.725,64.9,4.319,2022
35,Cam Davis,28,"$1,989,011",895,25,82,18,5,0,70.1,308.5,55.7,65.3,1.740,54.8,4.000,2022
37,Jordan Spieth,29,"$5,018,444",-12,22,74,17,6,1,69.7,308.4,56.0,67.4,1.748,51.4,4.068,2022
37,Viktor Hovland,25,"$4,868,461",-11,21,70,17,5,1,69.7,308.4,61.9,67.0,1.731,45.5,4.371,2022
39,Aaron Wise,26,"$3,454,521",-12,24,86,19,4,0,69.4,308.3,59.2,69.1,1.748,43.0,4.070,2022
40,Tony Finau,33,"$6,117,886",-15,25,86,20,7,2,69.2,308.0,58.0,71.3,1.752,51.1,4.221,2022
40,Patrick Cantlay,31,"$9,369,605",-16,20,68,17,12,2,69.0,308.0,60.6,69.3,1.732,57.7,4.441,2022
42,Brendan Steele,40,"$2,531,909",783,23,73,14,4,0,70.4,307.8,61.4,69.3,1.802,45.2,3.438,2022
43,Davis Riley,26,"$3,190,793",1150,29,94,19,6,0,69.9,307.6,61.9,67.0,1.727,47.8,4.149,2022
44,Keegan Bradley,36,"$3,623,137",946,25,80,18,6,0,70.2,307.5,59.8,66.2,1.754,47.7,3.788,2022
45,Hudson Swafford,35,"$1,714,926",640,21,64,11,1,1,70.8,307.4,60.8,66.8,1.759,52.4,4.031,2022
45,Maverick McNealy,27,"$2,689,754",1111,27,88,22,4,0,69.8,307.4,57.9,66.8,1.721,48.6,4.102,2022
47,Lucas Herbert,27,"$2,558,440",1004,20,54,10,2,1,71.3,307.3,50.8,57.8,1.730,63.7,3.741,2022
48,Marc Leishman,39,"$2,015,561",787,23,72,16,3,0,70.1,307.1,55.9,66.4,1.743,50.4,3.958,2022
49,Shane Lowry,36,"$3,616,679",1222,18,58,14,4,0,69.7,306.9,61.4,67.9,1.767,67.1,3.690,2022
50,Matt Jones,42,"$1,914,560",653,20,61,10,2,0,70.3,306.5,54.2,65.6,1.756,51.3,3.787,2022
50,Alex Smalley,26,"$1,631,567",701,30,93,17,3,0,70.1,306.5,60.4,68.3,1.775,51.8,3.710,2022
52,Max Homa,32,"$5,289,842",-17,24,82,20,5,2,69.9,306.3,60.6,66.0,1.747,51.6,3.939,2022
53,Stewart Cink,49,"$1,026,158",376,25,77,13,2,0,70.7,306.2,59.8,68.3,1.772,51.0,3.662,2022
54,Scott Stallings,38,"$3,933,593",3,31,96,17,7,0,69.9,306.0,54.8,65.4,1.739,55.1,3.948,2022
55,Harold Varner III,32,"$2,294,141",717,23,69,15,3,0,70.0,305.8,54.6,66.5,1.743,55.0,4.072,2022
56,Tyrrell Hatton,31,"$2,849,792",972,19,64,16,3,0,70.2,305.7,54.6,64.1,1.728,58.9,3.875,2022
56,Nick Hardy,27,"$820,728",288,21,59,11,1,0,70.3,305.7,57.7,68.7,1.759,44.6,3.797,2022
58,Ryan Palmer,46,"$1,167,801",545,22,67,12,1,0,70.6,305.6,56.8,66.7,1.794,49.5,3.522,2022
58,Emiliano Grillo,30,"$2,094,647",948,28,84,15,2,0,70.1,305.6,64.1,67.9,1.756,42.9,4.048,2022
60,Martin Trainer,31,"$726,985",270,31,78,11,2,0,71.2,305.5,54.1,63.5,1.762,39.3,3.564,2022
61,Garrick Higgo,23,"$667,305",229,22,58,8,1,0,72.0,305.0,57.0,63.8,1.785,36.7,3.552,2022
62,Hideki Matsuyama,31,"$5,776,298",-13,21,72,17,6,2,69.5,304.7,59.4,68.3,1.745,54.9,4.181,2022
63,Austin Smotherman,28,"$770,827",315,25,77,16,1,0,70.5,304.6,63.1,68.5,1.776,41.9,3.753,2022
64,Talor Gooch,31,"$3,718,990",1302,22,71,16,4,1,69.5,304.4,61.9,69.3,1.733,58.9,4.099,2022
65,Sahith Theegala,25,"$3,124,668",1,32,113,26,5,0,70.0,304.3,54.0,66.5,1.758,45.2,3.832,2022
66,Charles Howell III,43,"$1,026,002",400,16,54,11,1,0,69.7,304.1,61.8,71.0,1.758,60.0,4.185,2022
66,Dylan Frittelli,32,"$1,194,625",554,28,93,18,1,0,70.7,304.1,50.5,64.6,1.767,46.2,3.559,2022
68,Adam Schenk,31,"$1,339,523",542,32,90,14,3,0,71.0,304.0,56.3,64.4,1.782,39.4,3.422,2022
69,Mito Pereira,28,"$2,797,925",962,27,89,18,3,0,69.9,303.9,60.4,69.6,1.765,47.1,3.753,2022
70,Matt Fitzpatrick,28,"$7,012,672",-11,20,70,17,10,1,69.5,303.8,63.4,66.8,1.787,63.9,3.686,2022
71,Patton Kizzire,37,"$985,293",351,29,90,17,1,0,70.5,303.7,55.9,65.6,1.767,51.9,3.722,2022
71,Sebastián Muñoz,30,"$2,545,121",901,25,83,18,3,0,70.2,303.7,62.0,66.5,1.781,55.1,3.771,2022
71,Matt Wallace,32,"$918,351",316,21,56,8,2,0,71.0,303.7,59.0,66.0,1.792,45.7,3.571,2022
71,Sungjae Im,25,"$5,567,974",-20,26,88,21,9,1,69.2,303.7,65.5,70.8,1.762,56.9,3.989,2022
75,Carlos Ortiz,31,"$1,087,463",414,20,61,10,1,0,70.8,303.4,56.9,63.4,1.728,41.7,3.770,2022
76,Sepp Straka,29,"$4,722,434",-16,33,98,19,5,1,70.8,303.0,59.9,66.6,1.784,50.0,3.561,2022
77,James Hahn,41,"$1,183,254",418,26,71,12,3,0,70.3,302.8,61.5,65.8,1.772,52.7,3.394,2022
78,Corey Conners,31,"$3,876,590",-3,25,87,20,4,0,69.7,302.7,66.8,71.9,1.782,45.6,3.862,2022
79,K.H. Lee,31,"$3,347,180",-1,28,98,21,2,1,70.2,302.5,62.2,65.8,1.755,53.4,3.704,2022
80,Taylor Moore,29,"$1,751,237",748,28,84,17,4,0,70.2,302.0,61.8,68.3,1.762,48.2,4.012,2022
80,Vince Whaley,28,"$1,039,817",438,29,85,16,2,0,70.1,302.0,51.6,63.8,1.706,51.2,4.141,2022
82,Cameron Tringale,35,"$3,050,519",974,29,92,19,5,0,70.3,301.9,58.6,67.5,1.765,41.4,3.761,2022
83,David Skinns,41,"$243,143",94,23,66,10,0,0,71.1,301.8,51.1,64.1,1.746,48.4,3.773,2022
83,Harry Higgs,31,"$834,333",272,30,80,13,1,0,71.2,301.8,55.5,61.4,1.775,50.0,3.150,2022
83,Chesson Hadley,35,"$1,195,172",404,29,80,13,4,0,70.7,301.8,55.4,65.3,1.764,51.6,3.725,2022
83,Collin Morikawa,26,"$4,837,271",-8,19,60,14,8,0,69.6,301.8,65.3,68.6,1.746,47.2,4.033,2022
87,Jason Day,35,"$1,086,460",385,19,57,11,2,0,70.3,301.6,61.2,64.7,1.738,47.1,3.912,2022
87,Lanto Griffin,34,"$1,717,566",592,23,78,16,4,0,70.5,301.6,58.3,65.5,1.745,47.6,3.846,2022
89,Tommy Fleetwood,32,"$2,874,008",766,17,56,14,5,0,69.8,301.5,59.4,65.7,1.754,62.2,3.768,2022
90,Nick Watney,41,"$1,012,572",387,30,76,10,1,0,71.7,301.2,53.7,66.8,1.806,46.6,3.263,2022
90,Michael Gligic,33,"$652,204",283,24,71,15,1,0,70.5,301.2,59.4,67.3,1.770,49.1,3.690,2022
92,Si Woo Kim,27,"$2,234,151",815,29,98,22,1,0,70.3,301.1,64.0,65.6,1.765,48.2,3.847,2022
93,Séamus Power,36,"$3,100,241",1006,26,78,16,5,0,69.7,301.0,61.8,68.7,1.753,52.8,3.949,2022
94,Webb Simpson,37,"$1,041,955",346,20,59,12,1,0,70.2,300.6,64.6,64.6,1.735,52.9,3.780,2022
95,Bill Haas,40,"$466,497",194,31,90,17,0,0,70.5,300.5,55.8,64.7,1.787,54.3,3.422,2022
96,Robert Streb,36,"$1,120,076",413,30,83,13,3,0,70.4,300.4,59.6,64.3,1.777,48.4,3.313,2022
97,Lee Hodges,27,"$1,377,251",637,29,93,18,2,0,70.2,300.3,61.7,69.1,1.791,44.2,3.559,2022
98,Chris Kirk,37,"$2,408,913",725,25,84,17,4,0,70.1,300.1,64.5,66.1,1.774,56.0,3.560,2022
98,Hayden Buckley,27,"$1,303,036",474,30,91,16,2,0,70.4,300.1,67.5,69.5,1.790,48.8,3.571,2022
100,Alex Noren,40,"$1,971,531",710,22,64,15,3,0,70.0,299.8,56.2,65.7,1.765,59.0,3.594,2022
101,Cameron Smith,29,"$10,107,897",-9,18,62,14,7,3,68.9,299.7,57.5,68.0,1.679,52.2,4.629,2022
102,Justin Rose,42,"$1,426,994",458,18,54,12,2,0,70.3,299.5,61.0,64.9,1.723,46.3,3.907,2022
103,Erik van Rooyen,33,"$927,524",269,17,48,9,1,0,71.0,299.4,61.4,65.0,1.763,36.7,3.625,2022
104,Seung-Yul Noh,31,"$291,033",128,22,63,13,0,0,70.7,299.2,50.3,67.1,1.760,52.1,3.873,2022
105,Jim Knous,--,"$307,059",125,19,51,9,0,0,70.9,299.0,55.7,63.2,1.767,45.6,3.784,2022
106,Russell Henley,33,"$2,837,505",1002,22,78,19,4,0,69.5,298.7,67.5,70.9,1.738,39.1,4.205,2022
107,Dawie van der Walt,40,"$184,972",78,25,62,7,0,0,71.5,298.2,59.5,63.8,1.785,30.3,3.565,2022
107,Anirban Lahiri,35,"$3,084,598",642,24,72,12,3,0,70.6,298.2,61.9,64.9,1.767,50.0,3.486,2022
107,J.T. Poston,29,"$3,292,443",-11,30,88,15,4,1,69.8,298.2,59.4,66.7,1.771,53.3,3.716,2022
110,Tom Hoge,33,"$4,310,046",-14,32,96,19,6,1,69.9,298.1,61.6,66.3,1.757,52.0,3.917,2022
111,Martin Laird,40,"$1,094,313",442,22,66,14,1,0,70.3,298.0,68.2,68.8,1.797,50.0,3.439,2022
111,Mackenzie Hughes,32,"$2,276,212",841,27,82,16,3,0,70.7,298.0,57.5,62.8,1.751,51.1,3.598,2022
111,Matthew NeSmith,29,"$1,539,142",576,28,92,19,2,0,70.5,298.0,63.7,68.5,1.787,43.8,3.598,2022
114,Danny Lee,32,"$1,265,934",490,22,52,7,3,0,70.9,297.8,55.4,61.9,1.725,49.1,3.904,2022
115,Lucas Glover,43,"$1,941,796",1014,28,93,19,2,0,70.8,297.5,67.5,68.3,1.790,41.7,3.710,2022
116,Billy Horschel,36,"$4,940,600",-8,22,70,16,5,1,69.8,297.3,65.1,68.2,1.768,56.3,3.800,2022
117,Danny Willett,35,"$914,293",304,21,62,11,1,0,70.9,297.2,61.5,64.5,1.792,50.7,3.468,2022
117,Adam Hadwin,35,"$2,574,396",777,26,90,20,5,0,70.1,297.2,63.7,67.8,1.763,59.2,3.822,2022
117,Wesley Bryan,33,"$214,572",90,19,49,7,0,0,71.4,297.2,51.8,61.0,1.753,58.2,3.449,2022
120,Peter Malnati,35,"$1,288,197",501,31,103,20,2,0,70.4,297.1,55.2,64.3,1.727,50.0,3.932,2022
120,Abraham Ancer,32,"$1,777,504",510,18,58,13,3,0,70.2,297.1,70.5,66.9,1.745,48.0,3.845,2022
120,Andrew Novak,28,"$513,881",233,26,76,12,0,0,70.6,297.1,56.3,65.1,1.781,48.5,3.592,2022
123,Scott Gutschewski,46,"$351,321",158,23,56,7,1,0,70.7,296.9,58.8,68.5,1.778,50.0,3.518,2022
124,C.T. Pan,31,"$1,313,259",473,24,82,16,2,0,70.5,296.7,62.3,66.5,1.762,59.7,3.671,2022
125,Jonas Blixt,38,"$135,079",50,21,50,5,0,0,72.0,296.6,58.8,58.8,1.762,43.9,3.320,2022
126,Dylan Wu,26,"$382,717",175,25,67,10,1,0,71.0,296.5,58.9,66.6,1.801,40.9,3.343,2022
127,Branden Grace,34,0,0,17,0,8,2,0,0.0,296.4,60.1,65.4,1.799,54.9,0.000,2022
128,Roger Sloan,35,"$388,678",151,29,73,9,0,0,71.1,296.2,58.0,63.5,1.749,40.5,3.781,2022
129,Nick Taylor,34,"$832,637",334,28,88,16,0,0,70.7,296.1,58.3,65.2,1.773,52.3,3.489,2022
130,Brett Drewitt,32,"$121,307",42,23,58,7,0,0,71.5,295.9,56.4,64.7,1.800,45.7,3.259,2022
131,Scott Piercy,44,"$1,030,752",410,28,77,13,1,0,70.5,295.8,56.7,62.6,1.738,50.0,3.675,2022
131,Kevin Streelman,44,"$1,354,092",509,27,88,16,2,0,70.2,295.8,69.5,66.5,1.775,52.7,3.534,2022
133,Ian Poulter,47,"$537,169",179,16,44,9,0,0,70.9,295.6,62.1,62.2,1.771,54.7,3.614,2022
133,Doug Ghim,26,"$1,347,458",385,29,84,15,1,0,70.7,295.6,64.2,66.5,1.796,50.5,3.286,2022
135,Francesco Molinari,40,"$816,460",272,17,53,10,1,0,71.0,295.4,61.2,63.4,1.762,51.3,3.717,2022
135,Aaron Rai,28,"$1,346,601",519,28,89,18,2,0,70.2,295.4,67.4,68.8,1.795,48.5,3.506,2022
137,Brandon Wu,26,"$1,472,515",586,26,74,11,4,0,70.3,295.3,62.1,69.2,1.765,48.9,3.743,2022
138,Nate Lashley,40,"$976,895",427,25,76,13,1,0,70.0,295.2,63.6,67.7,1.733,45.1,4.039,2022
138,David Lipsky,34,"$1,269,468",543,29,88,16,3,0,70.3,295.2,65.2,68.1,1.759,49.6,3.648,2022
140,Tyler Duncan,33,"$890,879",436,27,82,15,0,0,69.9,295.1,68.9,67.7,1.754,51.0,3.817,2022
141,Bo Hoag,34,"$215,072",98,20,49,7,0,0,71.4,294.9,60.1,65.4,1.797,39.7,3.204,2022
141,Richy Werenski,31,"$354,791",163,26,63,8,0,0,71.6,294.9,56.1,62.8,1.751,42.0,3.651,2022
141,Greyson Sigg,28,"$884,085",415,30,90,18,1,0,70.2,294.9,62.9,68.1,1.765,47.3,3.667,2022
144,Doc Redman,25,"$849,809",304,28,79,13,1,0,70.7,294.8,60.2,67.3,1.777,47.3,3.608,2022
145,J.J. Spaun,32,"$2,951,152",1177,29,95,19,3,1,70.3,294.7,64.1,67.0,1.752,44.1,3.811,2022
146,Kramer Hickok,30,"$881,229",328,31,91,14,1,0,70.7,294.5,65.8,65.9,1.785,54.3,3.374,2022
147,Justin Lower,34,"$700,545",311,24,72,14,2,0,70.4,294.2,60.3,67.4,1.749,44.0,3.875,2022
147,Hank Lebioda,29,"$588,984",241,29,80,13,0,0,70.5,294.2,62.1,65.6,1.776,45.1,3.650,2022
149,Sam Ryder,33,"$1,257,416",439,30,88,15,3,0,70.5,294.0,59.7,65.7,1.746,42.1,3.739,2022
150,Sung Kang,35,"$359,397",163,31,80,12,0,0,71.0,293.9,60.9,66.0,1.767,55.7,3.775,2022
151,Matthias Schwab,28,"$955,840",353,23,70,14,3,0,70.2,293.8,59.4,68.7,1.771,58.3,3.657,2022
152,Brice Garnett,39,"$579,670",228,29,77,12,1,0,70.6,293.7,67.3,67.2,1.800,49.1,3.468,2022
152,Russell Knox,37,"$1,683,424",514,28,89,17,2,0,70.2,293.7,66.9,71.4,1.795,40.5,3.382,2022
154,Adam Svensson,29,"$1,209,000",511,31,100,20,3,0,70.2,293.4,64.1,67.4,1.745,47.7,4.040,2022
155,Kiradech Aphibarnrat,33,"$299,174",122,19,53,9,0,0,70.9,293.0,65.4,63.9,1.746,52.7,3.642,2022
155,Stephan Jaeger,33,"$1,289,503",518,31,85,14,2,0,70.4,293.0,57.0,63.5,1.735,51.0,3.741,2022
157,Jonathan Byrd,45,"$558,025",223,20,57,10,1,0,70.4,292.9,61.3,66.2,1.778,52.4,3.491,2022
158,Cameron Percy,48,"$576,053",240,17,44,8,3,0,70.2,292.3,61.4,66.8,1.756,55.6,3.795,2022
159,Brian Harman,36,"$3,226,839",-8,27,91,21,6,0,69.9,292.2,66.6,67.1,1.776,61.9,3.516,2022
159,Troy Merritt,37,"$1,906,304",777,26,91,20,2,0,70.3,292.2,64.0,63.3,1.739,49.7,3.659,2022
161,Jason Dufner,46,"$118,175",59,22,50,6,0,0,71.8,292.1,59.4,64.1,1.787,42.5,3.380,2022
161,Joel Dahmen,35,"$1,712,942",524,26,85,18,3,0,70.4,292.1,67.9,67.9,1.768,46.5,3.835,2022
163,John Huh,32,"$1,631,948",612,26,74,14,2,0,70.0,292.0,66.4,66.8,1.734,54.4,3.973,2022
164,Jim Herman,45,"$202,105",76,19,51,7,1,0,71.1,291.8,68.3,67.6,1.815,42.3,3.216,2022
165,Adam Long,35,"$1,364,131",564,28,88,17,0,0,70.0,291.6,64.7,67.2,1.755,54.7,3.625,2022
165,Christiaan Bezuidenhout,28,"$2,233,289",957,24,80,19,1,0,70.0,291.6,62.4,66.0,1.754,64.7,3.538,2022
165,Denny McCarthy,30,"$2,882,771",1111,29,100,22,5,0,69.8,291.6,64.5,65.3,1.744,57.7,3.620,2022
168,Henrik Norlander,36,"$613,966",235,27,72,12,1,0,70.7,291.0,62.3,68.1,1.788,51.6,3.361,2022
169,Camilo Villegas,41,"$318,554",127,26,69,11,0,0,71.2,290.9,58.2,65.6,1.761,42.9,3.478,2022
170,Patrick Reed,32,0,0,19,0,16,2,0,0.0,290.6,59.2,62.8,1.760,57.4,0.000,2022
171,Kevin Kisner,39,"$3,757,424",1095,24,66,12,5,0,70.2,290.4,65.5,67.2,1.752,49.5,3.833,2022
172,Rory Sabbatini,47,"$628,043",244,18,55,10,1,0,70.1,290.0,61.3,63.9,1.736,49.0,3.818,2022
173,Max McGreevy,27,"$999,625",404,28,72,9,2,0,71.0,289.8,63.6,63.6,1.756,42.1,3.625,2022
174,Chase Seiffert,31,"$343,305",173,19,51,9,0,0,70.8,289.7,63.4,66.0,1.802,46.6,3.392,2022
175,Kelly Kraft,34,"$680,946",289,27,69,11,0,0,70.6,289.3,66.6,63.4,1.744,46.0,3.681,2022
176,Chad Ramey,30,"$1,281,224",568,28,73,11,2,1,70.7,288.9,64.9,65.9,1.755,44.0,3.836,2022
177,Mark Hubbard,33,"$1,179,782",508,22,68,15,2,0,69.5,288.3,62.8,68.3,1.742,53.8,3.750,2022
178,Matt Kuchar,44,"$2,051,300",764,20,71,15,3,0,69.8,287.9,63.5,63.9,1.744,64.9,3.732,2022
178,Michael Thompson,37,"$1,148,272",487,26,84,17,2,0,70.3,287.9,65.9,64.1,1.737,61.7,3.762,2022
180,Ben Kohles,33,"$309,955",146,24,63,10,0,0,70.7,287.3,60.7,67.5,1.742,42.4,3.857,2022
181,Pat Perez,47,"$1,071,981",345,19,62,12,2,0,70.5,287.2,59.1,64.2,1.743,56.0,3.774,2022
182,Zach Johnson,47,"$610,693",246,23,64,10,0,0,70.9,287.1,63.6,64.6,1.763,55.9,3.422,2022
182,Brandt Snedeker,42,"$352,198",141,22,59,8,0,0,71.1,287.1,62.1,66.2,1.795,47.0,3.356,2022
184,Luke Donald,45,"$410,042",170,22,67,11,0,0,70.5,286.5,57.0,65.2,1.752,57.4,3.657,2022
184,Satoshi Kodaira,33,"$443,970",197,17,51,9,0,0,70.3,286.5,71.9,67.0,1.748,47.5,3.863,2022
186,Ryan Armour,47,"$412,318",186,19,50,8,0,0,70.5,286.3,74.0,67.6,1.793,64.0,3.200,2022
187,Austin Cook,32,"$552,226",213,25,69,12,0,0,70.8,285.5,67.0,64.0,1.765,50.5,3.478,2022
188,Andrew Putnam,34,"$1,920,393",989,30,94,18,2,0,70.0,284.8,64.5,66.5,1.765,57.9,3.543,2022
189,Vaughn Taylor,47,"$358,473",158,20,53,10,1,0,70.2,284.7,68.1,66.6,1.769,56.1,3.774,2022
190,Joshua Creel,33,"$115,976",48,22,47,4,0,0,71.8,284.6,63.6,60.4,1.781,56.1,3.191,2022
191,Chez Reavie,41,"$1,908,670",766,28,85,17,3,1,70.6,283.9,70.4,66.5,1.775,49.6,3.435,2022
192,Brendon Todd,37,"$1,659,052",607,25,83,17,2,0,70.0,279.0,69.3,65.0,1.751,52.9,3.759,2022
193,Brian Stuard,40,"$705,260",285,34,89,12,2,0,70.8,277.4,71.3,65.0,1.777,45.0,3.292,2022
203,Aaron Baddeley,42,"$199,830",96,13,0,6,0,0,0.0,0.0,0.0,0.0,0.000,0.0,0.000,2022
1,Bryson DeChambeau,29,"$7,426,415",-13,22,80,20,9,2,69.6,323.7,54.2,67.2,1.740,49.1,4.500,2021
2,Rory McIlroy,33,"$4,391,809",-7,21,74,18,7,1,70.1,319.3,57.4,65.8,1.727,53.0,4.514,2021
3,Cameron Champ,27,"$2,154,103",974,26,75,14,2,1,71.4,317.1,58.9,66.0,1.781,29.1,3.907,2021
4,Matthew Wolff,23,"$2,507,324",772,20,55,13,2,0,70.9,315.9,51.0,64.9,1.754,46.6,3.836,2021
5,Will Gordon,26,"$488,887",241,31,88,16,0,0,71.1,315.0,55.1,67.4,1.768,48.5,3.886,2021
6,Wyndham Clark,29,"$1,198,800",609,27,78,15,2,0,71.0,314.6,47.1,63.4,1.760,61.4,3.513,2021
7,Dustin Johnson,38,"$5,001,136",-11,21,72,17,9,1,69.6,312.9,57.9,66.7,1.720,55.6,4.250,2021
8,Luke List,38,"$1,243,787",543,31,89,16,5,0,70.5,312.7,55.5,68.4,1.784,47.8,3.876,2021
9,Jhonattan Vegas,38,"$2,069,765",924,26,88,20,4,0,70.1,312.1,56.9,68.8,1.768,50.4,4.068,2021
10,Brandon Hagy,32,"$1,593,365",660,28,74,13,3,0,71.3,311.6,50.8,63.0,1.771,57.8,3.541,2021
11,Ryan Brehm,37,"$238,198",141,21,58,10,0,0,71.1,311.5,51.9,67.7,1.796,47.9,3.483,2021
12,Brooks Koepka,32,"$5,204,136",1793,20,66,13,8,1,69.7,310.7,56.6,68.0,1.731,65.4,4.212,2021
13,Joaquin Niemann,24,"$3,936,912",4,27,102,26,5,0,69.7,310.6,59.2,68.6,1.740,51.0,4.137,2021
14,Joseph Bramlett,35,"$735,440",328,27,78,16,1,0,70.8,309.6,56.9,68.9,1.810,36.8,3.654,2021
15,Gary Woodland,38,"$1,294,062",494,25,70,13,3,0,71.5,309.5,55.0,62.9,1.757,49.5,3.714,2021
16,Sergio Garcia,43,"$2,998,555",-7,24,74,15,4,1,69.9,309.4,61.2,70.0,1.773,49.6,3.959,2021
16,Tyler McCumber,--,"$1,025,909",551,25,68,11,2,0,71.2,309.4,58.3,64.7,1.795,44.8,3.574,2021
18,Dylan Frittelli,32,"$1,564,495",473,28,72,12,3,0,71.2,309.3,51.9,64.0,1.807,50.9,3.389,2021
19,Jon Rahm,28,"$7,705,933",-20,22,77,21,15,1,69.0,309.0,63.7,71.9,1.733,55.6,4.506,2021
19,Cam Davis,28,"$2,746,956",1237,26,94,21,3,1,70.3,309.0,56.1,65.3,1.738,49.0,4.170,2021
21,Jason Kokrak,37,"$5,118,629",-8,27,88,21,5,2,70.0,307.9,60.2,69.2,1.745,52.2,4.284,2021
22,Xander Schauffele,29,"$5,240,653",-14,22,76,20,8,0,69.7,307.6,58.8,68.6,1.728,64.7,4.276,2021
23,Will Zalatoris,26,"$3,487,352",0,25,87,21,8,0,69.9,307.4,56.4,69.5,1.777,48.1,3.816,2021
24,Keith Mitchell,31,"$1,665,249",874,28,84,16,4,0,70.7,307.2,56.5,64.6,1.759,44.9,3.833,2021
25,Kevin Tway,34,"$323,098",172,24,62,11,0,0,70.4,307.0,53.2,67.1,1.776,49.3,3.629,2021
26,Patrick Rodgers,30,"$968,100",433,34,102,19,1,0,70.8,306.7,54.1,67.1,1.769,42.7,3.735,2021
27,Stewart Cink,49,"$3,596,319",1656,26,90,19,3,2,70.1,306.6,56.4,69.4,1.760,56.9,3.933,2021
28,Charley Hoffman,46,"$3,049,763",1338,29,99,24,5,0,70.0,306.5,57.1,67.8,1.736,47.3,4.202,2021
29,Adam Scott,42,"$1,517,533",604,19,72,17,2,0,70.7,306.0,55.3,65.4,1.741,42.5,4.000,2021
30,Scott Harrington,42,"$370,388",188,30,79,14,0,0,71.5,305.8,59.6,62.7,1.781,52.8,3.329,2021
31,Tony Finau,33,"$5,740,097",-8,27,90,22,8,1,69.8,305.5,56.3,67.1,1.722,55.3,4.156,2021
31,Grayson Murray,29,"$255,130",122,22,49,6,1,0,72.7,305.5,50.9,62.6,1.801,40.5,3.327,2021
33,Erik van Rooyen,33,"$2,211,281",-3,27,73,16,5,1,70.6,305.3,61.1,64.4,1.743,54.0,3.904,2021
33,Sam Burns,26,"$5,160,030",-6,26,84,19,8,1,69.6,305.3,58.9,67.8,1.710,51.8,4.429,2021
35,Beau Hossler,28,"$660,397",316,30,88,17,1,0,71.0,305.1,56.3,65.3,1.765,50.0,3.648,2021
36,Scottie Scheffler,26,"$4,505,589",-3,29,98,24,8,0,69.8,305.0,63.5,68.1,1.719,48.0,4.388,2021
37,Kris Ventura,28,"$547,615",224,29,70,10,2,0,71.8,304.7,57.6,62.0,1.763,42.3,3.500,2021
38,Bubba Watson,44,"$1,873,381",685,22,69,17,5,0,71.0,304.6,59.9,68.0,1.808,39.8,3.594,2021
38,Ryan Palmer,46,"$2,276,042",834,23,74,18,4,0,70.2,304.6,60.0,65.5,1.740,50.0,4.081,2021
40,Matt Jones,42,"$2,496,677",1091,30,102,23,3,1,70.4,304.0,55.6,65.7,1.759,52.8,3.676,2021
41,Paul Casey,45,"$3,129,666",1005,20,72,18,7,0,70.1,303.9,62.2,68.8,1.771,47.2,3.903,2021
41,Justin Thomas,29,"$6,537,153",-15,23,84,21,7,1,69.5,303.9,55.7,67.8,1.711,56.1,4.310,2021
43,Martin Trainer,31,"$60,284",25,28,59,5,0,0,72.6,303.6,49.6,55.5,1.784,50.0,2.949,2021
