"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
385,656271,"Burke, Brock",565,68.1,0.236,0.135,0.243,0.371,0.271,0.274,0.238,21,89,88.6,25.8,2251,94.5,95.92,43,217,168,1.4000000000000057,7.1,112,150,115,147,299,329,298
384,663556,"McClanahan, Shane",1567,24.5,0.143,0.036,0.246,0.179,0.154,0.201,0.183,16,112,84.7,6.5,1609,86.7,87.51,110,209,175,0.7999999999999972,6.93,102,151,122,145,304,325,295
383,593334,"Germán, Domingo",1384,27.7,0.324,0.382,0.283,0.706,0.445,0.45,0.319,22,68,92.6,29.6,2515,92.3,91.87,30,173,210,-0.3999999999999915,6.1,115,149,116,152,295,327,290
382,607625,"Lugo, Seth",1151,33.2,0.245,0.181,0.306,0.426,0.317,0.361,0.26,23,94,92.6,24.5,2247,93.5,92.97,40,193,189,-0.5,6.03,115,149,115,151,294,323,295
381,621363,"Poche, Colin",551,69.1,0.22,0.134,0.235,0.354,0.315,0.305,0.218,18,82,85.1,23.9,2249,92.5,93.74,32,173,208,1.2000000000000028,7.13,103,149,117,146,298,322,296
381,671096,"Abbott, Andrew",763,49.9,0.229,0.229,0.259,0.458,0.34,0.388,0.269,19,83,93.4,23.2,2206,92.9,93.75,38,184,197,0.8999999999999915,6.73,108,148,123,147,297,320,291
381,622098,"Smith, Drew",585,65.1,0.13,0.091,0.167,0.221,0.235,0.322,0.2,10,77,91.4,19.7,2520,95,94.5,49,182,199,-0.5,6.13,110,148,116,150,297,322,293
381,663765,"Woodford, Jake",732,52,0.298,0.202,0.31,0.5,0.375,0.364,0.282,25,84,92.3,-0.8,2010,91.8,85.7,19,152,229,-6.099999999999994,6.6,114,148,115,149,303,316,302
380,592773,"Stanek, Ryne",584,65.1,0.226,0.083,0.281,0.31,0.289,0.295,0.213,19,84,88.6,28.6,2343,98.3,97.35,59,204,176,-1,5.95,109,148,114,148,291,321,292
379,666974,"Cano, Yennier",608,62.3,0.25,0.109,0.275,0.359,0.293,0.287,0.25,23,92,89.7,-9.8,2119,96,94.35,22,184,195,-1.7000000000000028,6.03,108,148,113,145,301,324,293
379,645261,"Alcantara, Sandy",1794,21.1,0.236,0.112,0.279,0.348,0.284,0.309,0.258,21,89,89.4,10.9,2379,89.4,89.08,66,178,201,-0.30000000000001137,6.03,111,150,116,150,302,319,296
378,673540,"Senga, Kodai",1636,23.1,0.207,0.08,0.218,0.287,0.256,0.312,0.255,18,87,88.1,10,2505,90.5,90.89,37,195,183,0.4000000000000057,6.47,113,148,115,150,295,323,294
376,641154,"López, Pablo",1816,20.7,0.202,0.092,0.263,0.294,0.247,0.257,0.2,22,109,88.4,12,2060,88.4,89.81,58,210,166,1.3999999999999915,7.13,115,147,120,150,299,328,293
375,673540,"Senga, Kodai",1636,22.9,0.118,0.022,0.393,0.14,0.208,0.184,0.085,11,93,77.5,12.7,1082,83.6,83.73,98,163,212,0.10000000000000853,6.45,118,149,121,151,295,323,294
373,571927,"Matz, Steven",1380,27,0.314,0.133,0.38,0.448,0.351,0.333,0.29,33,105,89,8.5,2291,84.2,80.86,59,208,165,-3.299999999999997,6.58,109,150,122,145,309,318,294
373,665795,"Cabrera, Edward",1213,30.8,0.196,0.174,0.25,0.37,0.295,0.262,0.185,18,92,83.6,0.5,1711,92.7,93.18,76,207,166,0.5,6.63,110,147,115,149,300,320,296
372,665152,"Kremer, Dean",1745,21.3,0.278,0.278,0.3,0.556,0.382,0.397,0.288,25,90,90.4,10,2436,88.7,88.81,48,169,203,0.09999999999999432,6.16,107,149,117,147,302,325,296
371,641154,"López, Pablo",1816,20.4,0.171,0.183,0.22,0.354,0.233,0.201,0.154,14,82,83.2,19.5,2488,84.3,85.44,57,169,202,1.1000000000000085,7.23,111,150,122,148,303,328,290
371,669467,"Pallante, Andre",578,64.2,0.27,0.09,0.311,0.36,0.333,0.308,0.241,24,89,88.3,-15.1,2273,95.9,92.81,29,168,203,-3.1000000000000085,6.51,113,146,114,147,296,316,295
371,601713,"Pivetta, Nick",1335,27.8,0.226,0.167,0.306,0.393,0.288,0.31,0.231,19,84,91.6,6.2,2764,79,78.99,43,155,216,0,6.68,110,149,114,150,290,328,292
371,656756,"Montgomery, Jordan",1637,22.7,0.215,0.194,0.27,0.409,0.288,0.304,0.234,20,93,85.2,14.6,1720,83.8,84.53,76,196,175,0.7000000000000028,6.65,108,150,120,145,306,313,289
370,643511,"Rogers, Tyler",710,52.1,0.153,0.112,0.188,0.265,0.205,0.18,0.142,15,98,81.2,26.5,2315,72.7,71.76,61,197,173,-0.9000000000000057,5.96,109,148,115,147,299,327,293
370,656557,"Houck, Tanner",1064,34.8,0.202,0.107,0.259,0.31,0.26,0.309,0.241,17,84,87.7,12.8,2607,83.8,83.75,64,168,202,-0.09999999999999432,6.37,109,150,114,150,291,326,291
369,656945,"Scott, Tanner",691,53.4,0.187,0.077,0.327,0.264,0.237,0.217,0.172,17,91,87.6,9.1,2762,88.9,89.38,81,195,174,0.5,6.44,110,150,115,149,299,317,293
369,666201,"Manoah, Alek",1242,29.7,0.25,0.098,0.28,0.348,0.34,0.403,0.298,23,92,89.2,11.2,2236,92.7,93.07,21,165,204,0.3999999999999915,6.83,108,148,123,146,290,328,286
368,434378,"Verlander, Justin",1260,29.2,0.179,0.051,0.264,0.231,0.218,0.212,0.169,14,78,86.5,12.6,2518,87.1,86.83,57,181,187,-0.29999999999999716,6.06,114,149,119,149,296,326,295
368,543475,"Lyles, Jordan",1615,22.8,0.263,0.232,0.269,0.495,0.341,0.337,0.269,26,99,86.6,24.7,2586,80.3,80.85,46,192,176,0.5,6.71,104,150,115,146,306,328,289
368,663623,"Irvin, Jake",1106,33.3,0.233,0.096,0.268,0.329,0.302,0.366,0.256,17,73,90.1,20.3,2313,94,94.91,19,150,218,0.9000000000000057,6.86,116,148,114,148,306,329,312
